id,message,created_time,like_count,user_id,user_name,parent_id,parent_message,parent_user_name
1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Wed May 24 15:13:35 CEST 2017,,698781170191056,Tim Kretzschmar,,,
1397044187053623_1397104847047557,"Also mal ehrlich. ''Grenzen von 1914''? Wie kommen Sie denn darauf?",Wed May 24 15:24:00 CEST 2017,5,10151942633861364,Hartfried Schmid,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397108667047175,"Das war eine überspitzte Darstellung. Natürlich gehe ich mal nicht davon aus das wir bald wieder einen Teil von Polen etc besetzen.. Aber was ich damit sagen möchte ist klar. Die Rechten wollen wieder in die kleinstaaterei verfallen, welche Europa im letzten Jahrhundert nichts als Leid gebracht hat.",Wed May 24 15:28:45 CEST 2017,4,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397118647046177,"Ich denke nicht das einer von Ihnen hier einen neuen Krieg möchte oder?",Wed May 24 15:44:15 CEST 2017,1,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397124050378970,"Denk das nächste mal besser nach, bevor du so einen Müll schreibst",Wed May 24 15:52:29 CEST 2017,2,680911931946284,Robert Schmidt,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397130227045019,"Weil der kleine Antifant Müll schreibt. So schwer verständlich?",Wed May 24 15:58:13 CEST 2017,2,680911931946284,Robert Schmidt,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397136163711092,"Robert Schmidt Nein, gar nicht. Jeder versteht was du sagen willst. Nur du solltest es halt auch erklären können, sonst stehst du halt ziemlich dumm dar. Ok, tust du sowieso nach der Bezeichnung ''Antifant'' :D",Wed May 24 16:05:32 CEST 2017,7,875303299164969,Tobias Dietrich,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397136437044398,"Die Kleinstaaterei ist aber tatsächlich nicht ganz ungefährlich für den Frieden in Europa. Darauf zu großen Teilen zu verzichten hat doch erst dafür gesorgt, dass wir uns nichtmehr die Köpfe einschlagen, nicht nur wie im leghten Jahrhundert, sondern wie in den letzten Jahrhunderten. Vor der Gründung des deutschen Reichs als Bund hat man sich doch sogar innerhalb Deutschlands regelmäßig bekämpft.",Wed May 24 16:05:56 CEST 2017,4,824100574298421,Timon Selzer,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397138353710873,"Tobias Dietrich dümmer als du kann ich wohl kaum dastehen, Kleiner",Wed May 24 16:08:30 CEST 2017,0,680911931946284,Robert Schmidt,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397142217043820,"Und Robert gibt noch ein bestes Beispiel für ''wenn man nicht mehr weiter weiß dann probiert man es halt mit 'ad hominem''' hinterher ...",Wed May 24 16:13:05 CEST 2017,3,1565620663650846,Hartmut Holzgraefe,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397143787043663,"Robert Schmidt doch, das schaffst du gerade einwandfrei indem du immer wieder versuchst Leute zu beleidigen weil sie dir intellektuell überlegen sind und dir keine Argumente einfallen :D",Wed May 24 16:14:27 CEST 2017,5,875303299164969,Tobias Dietrich,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397148310376544,"Tim Kretzschmar so ein Schmarrn - nix kapiert",Wed May 24 16:21:03 CEST 2017,2,10201829192958114,Petra Kainz,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397154567042585,"Dann sind wir jetzt aber mal auf Petras Erklärung gespannt wie es denn wohl in Wirklichkeit sein mag ...?",Wed May 24 16:26:00 CEST 2017,1,1565620663650846,Hartmut Holzgraefe,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397156690375706,"Robert Schmidt erstens bin ich nicht bei der Antifa und zweitens möchte ich dich mal in einem Krieg sehen große klappe aber wenn es drauf ankommt lässt du als erster das Gewehr fallen und winselst nach deiner Mutter",Wed May 24 16:27:28 CEST 2017,1,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397157187042323,"Petra Kainz keine Geschichte gehabt in der Schule was? :)",Wed May 24 16:27:58 CEST 2017,0,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397161783708530,"Timon Selzer das ist genau das was ich meine. Die Menschen müssen auf hören in ''wir und die''  Kategorien zu denken. Wir leben alle auf diesem Planeten, auch wenn das einige stört oder es nicht akzeptieren wollen.",Wed May 24 16:33:32 CEST 2017,0,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397166960374679,"Und Robert Schmidt mir gefallen die Methoden der Antifa ebensowenig wie die der Rechten. Alle Extremisten jedweder Art ob links, rechts, islamistisch oder ''christlich'' fundamentalistisch haben einen an der Waffel.  Mit Gewalt werden keine Probleme gelöst sie verstärken nur die Probleme und keinem ist geholfen. Und noch was zum Thema Grenzen der deutschen Wirtschaft geht es Dank des Exports unserer Waren in die ganze Welt gut. Was denken Sie passiert wenn jedes Land wieder Zölle erhebt? Dann sind wir schneller unsere Jobs los, vor allem in der Industrie, als die Nazis Ausländer raus brüllen können.",Wed May 24 16:41:16 CEST 2017,0,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397167420374633,"Tobias Dietrich ist okay, Kleiner, du darfst jetzt wieder raus spielen gehen :D",Wed May 24 16:41:51 CEST 2017,0,680911931946284,Robert Schmidt,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397168960374479,"Robert Schmidt Ihre Argumentation endet bei Beleidigungen. Kommt da noch mehr? Vermutlich nicht.   Ich stimme den Vorkommentatoren zu: Kleinstaatlerei ist eine Gefahr für unsere Gesellschaften.",Wed May 24 16:44:24 CEST 2017,3,1227044210645108,Sascha Radeke,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397169513707757,"Bei Robert bleibt es wohl bei kleingeistigem Denken... 😂",Wed May 24 16:45:25 CEST 2017,0,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397169977041044,"Sascha Radeke ja, das passt zu euch argumentativ schwachen Linken. Sich durch alles und jeden beleidigt fühlen und sonst nichts Gescheites hervorbringen können. Spot the butthurt.",Wed May 24 16:46:09 CEST 2017,0,680911931946284,Robert Schmidt,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397171090374266,"Robert Schmidt Kommt noch was mit Inhalt oder bleibts bei peinlichen Versuchen mich zu provozieren? Und du solltest nicht versuchen erwachsener zu wirken indem du andere als Kinder darstellst. Funktioniert eher nicht so dolle, hat den umgekehrten Effekt.  Versuchs stattdessen mal mit Inhalt, zum Beispiel einer Erklärung deines Standpunktes oder wieso du anderen vorwirfst Müll zu schreiben und dann nicht mal erklären kannst wieso.   Schaffste das? Ist doch gar nicht soo schwer, das bekommt sogar so n minderbemittelter wie du halbwegs auf die Reihe, da bin ich zuversichtlich :D",Wed May 24 16:47:32 CEST 2017,4,875303299164969,Tobias Dietrich,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397172270374148,"Tobias Dietrich schaffst du es denn, dich von mir zu lösen? Sorry, Kleiner, aber du bist echt nicht mein Typ.",Wed May 24 16:49:06 CEST 2017,0,680911931946284,Robert Schmidt,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397172710374104,"Tim Kretzschmar bitte? wer will Krieg???",Wed May 24 16:49:35 CEST 2017,0,10204697833675349,Peter Plander,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397173267040715,"Tobias Dietrich da kommt nichts mit Inhalt  Er ist nur eine Hülle... Mit Fassade aber innen ist gar nichts ^^",Wed May 24 16:50:09 CEST 2017,2,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397174277040614,"Peter Plander das war eine Frage.  Nehmen wir mal an wir ziehen alle wieder die Grenzen hoch und Schotten uns voneinander ab, dann haben wir einen ähnlichen Zustand wie vor beiden Weltkriegen.",Wed May 24 16:51:27 CEST 2017,0,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397179387040103,"Robert Schmidt ''nichts Gescheites hervorbringen können'' -> Treffende Selbstbeschreibung für Ihre bisherigen Beiträge hier",Wed May 24 16:52:00 CEST 2017,3,1565620663650846,Hartmut Holzgraefe,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397183860372989,"Robert Schmidt Du fängst doch immer wieder an mich hier anzukeifen wie n Zehn.. ok, fünfjähriger? Ich frag dich nur nach deinen Argumenten, die hier sehr vermisst werden.   Und argumentativ schwach solltest gerade DU niemanden nennen, du hast wahrscheinlich in deinem ganzen bisherigen Leben noch nicht ein einziges Argument formuliert :D",Wed May 24 16:56:53 CEST 2017,2,875303299164969,Tobias Dietrich,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397184390372936,"Tobias Dietrich mach dir nichts draus er lebt halt in seiner eigenen Welt 😂",Wed May 24 16:57:58 CEST 2017,0,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397185530372822,"Tobias Dietrich zunächst einmal hast du mich angesprochen, Kleiner, also versuch sich nicht, den Spieß umzudrehen. Das kannst du mit deinen Schulfreunden machen. Des Weiteren spare ich mir meine Argumente für Personen auf, die mir argumentativ gewachsen sind. Und du... naja, ich sag dazu besser mal nichts :)",Wed May 24 16:59:55 CEST 2017,0,680911931946284,Robert Schmidt,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397188347039207,"Robert Schmidt mehr als Ausreden hast du nicht auf Lager oder? 😂 Und jmd als ''Antifant'' zu bezeichnen zeugt nicht gerade von einer argumentativen Bestleistung.   Wenn du wenigstens gesagt hattest: ''ich bin da nicht ihrer Meinung,  da....''  Dann wäre ein vernünftiges Gespräch möglich",Wed May 24 17:03:06 CEST 2017,2,698781170191056,Tim Kretzschmar,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397188750372500,"Robert Schmidt stimmt, ich bin dir argumentativ nicht gewachsen, sondern eindeutig überlegen. Komm doch wenigstens mit ner richtigen Ausrede und nicht so billigen Ausflüchten a La ''ich weiß es aber ich sags dir ned weil du es dann weißt''.   Du hast einfach keine Argumente, so schauts aus. Du denkst wenn du nur immer weiter ablenkst fällt das nicht auf, aber naja, das geht so nicht ganz auf.",Wed May 24 17:03:46 CEST 2017,2,875303299164969,Tobias Dietrich,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397189730372402,"Tim Kretzschmar gewinn doch erst mal deinen Kampf gegen die ganzen ''Nazis'' in Deutschland, bevor du damit zu prahlen versuchst, wie gut du dich in einem Krieg schlagen würdest ,)",Wed May 24 17:05:15 CEST 2017,0,680911931946284,Robert Schmidt,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397189863705722,"Wenns denn wenigstens Ausreden wären... aber selbst dafür ist er anscheinend zu doof.",Wed May 24 17:05:23 CEST 2017,1,875303299164969,Tobias Dietrich,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
1397044187053623_1397190747038967,"Tobias Dietrich Eine kleine Bohnenstange meint, mir argumentativ überlegen zu sein? :D okay Kleiner, logg dich für heute besser aus dem Internet aus, bevor ich deinen Eltern Bescheid geben muss, wie unhöflich ihr Sohn gegenüber Erwachsenen ist :D",Wed May 24 17:06:30 CEST 2017,0,680911931946284,Robert Schmidt,1397044187053623_1397098697048172,"Lustig... Das die Rechten sich vernetzen obwohl sie Wieder Grenzen wie 1914 wollen... Viele haben das letzte Jahrhundert mit den Millionen Toten die aus Ignoranz und falschem Nationalstolz die Erde bedeckten vergessen. Man mag über unsere Regierung oder die EU denken was man will aber niemand kann ernsthaft einen Zustand in Europa wollen wo Kriege untereinander wieder möglich sind",Tim Kretzschmar
